"Notes","State","State Code","Ten-Year Age Groups","Ten-Year Age Groups Code","Year","Year Code",Deaths,Population,Crude Rate
,"Nebraska","31","15-24 years","15-24","2020","2020",15,268225,Unreliable
,"Nebraska","31","25-34 years","25-34","2010","2010",13,245176,Unreliable
,"Nebraska","31","25-34 years","25-34","2011","2011",15,249493,Unreliable
,"Nebraska","31","25-34 years","25-34","2012","2012",18,252013,Unreliable
,"Nebraska","31","25-34 years","25-34","2013","2013",10,253050,Unreliable
,"Nebraska","31","25-34 years","25-34","2014","2014",28,253066,11.1
,"Nebraska","31","25-34 years","25-34","2015","2015",19,252533,Unreliable
,"Nebraska","31","25-34 years","25-34","2016","2016",26,252946,10.3
,"Nebraska","31","25-34 years","25-34","2017","2017",17,255515,Unreliable
,"Nebraska","31","25-34 years","25-34","2018","2018",18,255723,Unreliable
,"Nebraska","31","25-34 years","25-34","2019","2019",20,255338,7.8
,"Nebraska","31","25-34 years","25-34","2020","2020",27,254707,10.6
,"Nebraska","31","35-44 years","35-44","2010","2010",12,220838,Unreliable
,"Nebraska","31","35-44 years","35-44","2011","2011",17,219833,Unreliable
,"Nebraska","31","35-44 years","35-44","2012","2012",16,220649,Unreliable
,"Nebraska","31","35-44 years","35-44","2013","2013",19,223477,Unreliable
,"Nebraska","31","35-44 years","35-44","2014","2014",19,225333,Unreliable
,"Nebraska","31","35-44 years","35-44","2015","2015",14,228643,Unreliable
,"Nebraska","31","35-44 years","35-44","2016","2016",17,230528,Unreliable
,"Nebraska","31","35-44 years","35-44","2017","2017",16,234673,Unreliable
,"Nebraska","31","35-44 years","35-44","2019","2019",25,243139,10.3
,"Nebraska","31","35-44 years","35-44","2020","2020",20,246298,8.1
,"Nebraska","31","45-54 years","45-54","2010","2010",30,258726,11.6
,"Nebraska","31","45-54 years","45-54","2011","2011",23,254266,9.0
,"Nebraska","31","45-54 years","45-54","2012","2012",26,249377,10.4
,"Nebraska","31","45-54 years","45-54","2013","2013",20,243643,8.2
,"Nebraska","31","45-54 years","45-54","2014","2014",22,238996,9.2
,"Nebraska","31","45-54 years","45-54","2015","2015",24,234477,10.2
,"Nebraska","31","45-54 years","45-54","2016","2016",15,229683,Unreliable
,"Nebraska","31","45-54 years","45-54","2017","2017",19,225163,Unreliable
,"Nebraska","31","45-54 years","45-54","2018","2018",29,219971,13.2
,"Nebraska","31","45-54 years","45-54","2019","2019",24,215808,11.1
,"Nebraska","31","45-54 years","45-54","2020","2020",16,213797,Unreliable
,"Nebraska","31","55-64 years","55-64","2010","2010",22,213176,10.3
,"Nebraska","31","55-64 years","55-64","2011","2011",11,223573,Unreliable
,"Nebraska","31","55-64 years","55-64","2012","2012",16,227046,Unreliable
,"Nebraska","31","55-64 years","55-64","2013","2013",21,231304,9.1
,"Nebraska","31","55-64 years","55-64","2014","2014",21,234892,8.9
,"Nebraska","31","55-64 years","55-64","2015","2015",21,238715,8.8
,"Nebraska","31","55-64 years","55-64","2016","2016",16,241172,Unreliable
,"Nebraska","31","55-64 years","55-64","2017","2017",22,242601,9.1
,"Nebraska","31","55-64 years","55-64","2018","2018",40,243048,16.5
,"Nebraska","31","55-64 years","55-64","2019","2019",35,242293,14.4
,"Nebraska","31","55-64 years","55-64","2020","2020",24,239667,10.0
,"Nebraska","31","65-74 years","65-74","2017","2017",16,166980,Unreliable
,"Nebraska","31","65-74 years","65-74","2018","2018",23,172527,13.3
,"Nebraska","31","65-74 years","65-74","2019","2019",20,178908,11.2
,"Nebraska","31","65-74 years","65-74","2020","2020",13,185015,Unreliable
,"Nebraska","31","75-84 years","75-84","2011","2011",15,83774,Unreliable
,"Nebraska","31","75-84 years","75-84","2012","2012",14,83639,Unreliable
,"Nebraska","31","75-84 years","75-84","2013","2013",12,83590,Unreliable
,"Nebraska","31","75-84 years","75-84","2014","2014",12,83793,Unreliable
,"Nebraska","31","75-84 years","75-84","2019","2019",10,90492,Unreliable
,"Nebraska","31","75-84 years","75-84","2020","2020",17,91792,Unreliable
,"Nevada","32","15-24 years","15-24","2010","2010",23,360109,6.4
,"Nevada","32","15-24 years","15-24","2011","2011",36,361160,10.0
,"Nevada","32","15-24 years","15-24","2012","2012",25,366572,6.8
,"Nevada","32","15-24 years","15-24","2013","2013",23,366277,6.3
,"Nevada","32","15-24 years","15-24","2014","2014",29,366131,7.9
,"Nevada","32","15-24 years","15-24","2015","2015",31,364904,8.5
,"Nevada","32","15-24 years","15-24","2016","2016",30,363591,8.3
,"Nevada","32","15-24 years","15-24","2017","2017",45,363620,12.4
,"Nevada","32","15-24 years","15-24","2018","2018",34,363162,9.4
,"Nevada","32","15-24 years","15-24","2019","2019",33,365218,9.0
,"Nevada","32","15-24 years","15-24","2020","2020",42,369886,11.4
,"Nevada","32","25-34 years","25-34","2010","2010",34,387286,8.8
,"Nevada","32","25-34 years","25-34","2011","2011",28,389439,7.2
,"Nevada","32","25-34 years","25-34","2012","2012",38,392136,9.7
,"Nevada","32","25-34 years","25-34","2013","2013",49,397182,12.3
,"Nevada","32","25-34 years","25-34","2014","2014",46,406913,11.3
,"Nevada","32","25-34 years","25-34","2015","2015",39,418110,9.3
,"Nevada","32","25-34 years","25-34","2016","2016",46,428127,10.7
,"Nevada","32","25-34 years","25-34","2017","2017",51,440358,11.6
,"Nevada","32","25-34 years","25-34","2018","2018",54,445372,12.1
,"Nevada","32","25-34 years","25-34","2019","2019",59,453116,13.0
,"Nevada","32","25-34 years","25-34","2020","2020",45,462110,9.7
,"Nevada","32","35-44 years","35-44","2010","2010",42,383043,11.0
,"Nevada","32","35-44 years","35-44","2011","2011",37,378299,9.8
,"Nevada","32","35-44 years","35-44","2012","2012",47,379588,12.4
,"Nevada","32","35-44 years","35-44","2013","2013",29,379312,7.6
,"Nevada","32","35-44 years","35-44","2014","2014",39,382743,10.2
,"Nevada","32","35-44 years","35-44","2015","2015",28,385541,7.3
,"Nevada","32","35-44 years","35-44","2016","2016",45,387758,11.6
,"Nevada","32","35-44 years","35-44","2017","2017",36,397068,9.1
,"Nevada","32","35-44 years","35-44","2018","2018",56,403153,13.9
,"Nevada","32","35-44 years","35-44","2019","2019",31,410505,7.6
,"Nevada","32","35-44 years","35-44","2020","2020",43,420922,10.2
,"Nevada","32","45-54 years","45-54","2010","2010",47,376527,12.5
,"Nevada","32","45-54 years","45-54","2011","2011",43,375378,11.5
,"Nevada","32","45-54 years","45-54","2012","2012",51,376553,13.5
,"Nevada","32","45-54 years","45-54","2013","2013",62,378885,16.4
,"Nevada","32","45-54 years","45-54","2014","2014",46,383865,12.0
,"Nevada","32","45-54 years","45-54","2015","2015",56,389219,14.4
,"Nevada","32","45-54 years","45-54","2016","2016",43,392859,10.9
,"Nevada","32","45-54 years","45-54","2017","2017",41,396251,10.3
,"Nevada","32","45-54 years","45-54","2018","2018",54,395339,13.7
,"Nevada","32","45-54 years","45-54","2019","2019",59,394228,15.0
,"Nevada","32","45-54 years","45-54","2020","2020",61,396219,15.4
,"Nevada","32","55-64 years","55-64","2010","2010",63,315499,20.0
,"Nevada","32","55-64 years","55-64","2011","2011",58,326307,17.8
,"Nevada","32","55-64 years","55-64","2012","2012",57,331410,17.2
,"Nevada","32","55-64 years","55-64","2013","2013",47,337169,13.9
,"Nevada","32","55-64 years","55-64","2014","2014",54,345541,15.6
,"Nevada","32","55-64 years","55-64","2015","2015",56,354173,15.8
,"Nevada","32","55-64 years","55-64","2016","2016",45,362520,12.4
,"Nevada","32","55-64 years","55-64","2017","2017",55,370813,14.8
,"Nevada","32","55-64 years","55-64","2018","2018",56,376561,14.9
,"Nevada","32","55-64 years","55-64","2019","2019",58,383476,15.1
,"Nevada","32","55-64 years","55-64","2020","2020",61,389232,15.7
,"Nevada","32","65-74 years","65-74","2010","2010",41,197781,20.7
,"Nevada","32","65-74 years","65-74","2011","2011",32,206957,15.5
,"Nevada","32","65-74 years","65-74","2012","2012",31,222961,13.9
,"Nevada","32","65-74 years","65-74","2013","2013",41,236883,17.3
,"Nevada","32","65-74 years","65-74","2014","2014",43,250963,17.1
,"Nevada","32","65-74 years","65-74","2015","2015",46,264111,17.4
,"Nevada","32","65-74 years","65-74","2016","2016",56,275598,20.3
,"Nevada","32","65-74 years","65-74","2017","2017",42,286331,14.7
,"Nevada","32","65-74 years","65-74","2018","2018",57,293252,19.4
,"Nevada","32","65-74 years","65-74","2019","2019",52,303363,17.1
,"Nevada","32","65-74 years","65-74","2020","2020",59,316112,18.7
,"Nevada","32","75-84 years","75-84","2010","2010",30,96391,31.1
,"Nevada","32","75-84 years","75-84","2011","2011",25,99530,25.1
,"Nevada","32","75-84 years","75-84","2012","2012",16,103209,Unreliable
,"Nevada","32","75-84 years","75-84","2013","2013",24,107665,22.3
,"Nevada","32","75-84 years","75-84","2014","2014",35,113120,30.9
,"Nevada","32","75-84 years","75-84","2015","2015",25,118359,21.1
,"Nevada","32","75-84 years","75-84","2016","2016",47,124007,37.9
,"Nevada","32","75-84 years","75-84","2017","2017",42,131200,32.0
,"Nevada","32","75-84 years","75-84","2018","2018",40,139567,28.7
,"Nevada","32","75-84 years","75-84","2019","2019",45,147793,30.4
,"Nevada","32","75-84 years","75-84","2020","2020",34,156290,21.8
,"Nevada","32","85+ years","85+","2013","2013",14,36352,Unreliable
,"Nevada","32","85+ years","85+","2014","2014",14,37764,Unreliable
,"Nevada","32","85+ years","85+","2016","2016",17,41537,Unreliable
,"Nevada","32","85+ years","85+","2017","2017",15,41528,Unreliable
,"Nevada","32","85+ years","85+","2018","2018",11,43362,Unreliable
,"Nevada","32","85+ years","85+","2019","2019",15,44816,Unreliable
,"Nevada","32","85+ years","85+","2020","2020",23,46914,49.0
,"New Hampshire","33","15-24 years","15-24","2010","2010",13,178166,Unreliable
,"New Hampshire","33","15-24 years","15-24","2011","2011",11,178444,Unreliable
,"New Hampshire","33","15-24 years","15-24","2014","2014",22,179553,12.3
,"New Hampshire","33","15-24 years","15-24","2016","2016",15,176761,Unreliable
,"New Hampshire","33","15-24 years","15-24","2017","2017",20,175829,11.4
,"New Hampshire","33","15-24 years","15-24","2018","2018",16,174813,Unreliable
,"New Hampshire","33","15-24 years","15-24","2019","2019",15,171874,Unreliable
,"New Hampshire","33","15-24 years","15-24","2020","2020",15,170054,Unreliable
,"New Hampshire","33","25-34 years","25-34","2010","2010",11,144472,Unreliable
,"New Hampshire","33","25-34 years","25-34","2013","2013",11,151566,Unreliable
,"New Hampshire","33","25-34 years","25-34","2014","2014",20,154082,13.0
,"New Hampshire","33","25-34 years","25-34","2015","2015",15,156230,Unreliable
,"New Hampshire","33","25-34 years","25-34","2016","2016",16,160604,Unreliable
,"New Hampshire","33","25-34 years","25-34","2017","2017",19,163419,Unreliable
,"New Hampshire","33","25-34 years","25-34","2018","2018",11,169075,Unreliable
,"New Hampshire","33","25-34 years","25-34","2019","2019",26,172816,15.0
,"New Hampshire","33","25-34 years","25-34","2020","2020",15,175498,Unreliable
,"New Hampshire","33","35-44 years","35-44","2012","2012",14,167335,Unreliable
,"New Hampshire","33","35-44 years","35-44","2015","2015",21,154977,13.6
,"New Hampshire","33","35-44 years","35-44","2016","2016",22,152181,14.5
,"New Hampshire","33","35-44 years","35-44","2017","2017",16,152032,Unreliable
,"New Hampshire","33","35-44 years","35-44","2018","2018",14,154674,Unreliable
,"New Hampshire","33","35-44 years","35-44","2019","2019",14,156500,Unreliable
,"New Hampshire","33","35-44 years","35-44","2020","2020",18,159402,Unreliable
,"New Hampshire","33","45-54 years","45-54","2010","2010",22,225961,9.7
,"New Hampshire","33","45-54 years","45-54","2011","2011",17,223338,Unreliable
,"New Hampshire","33","45-54 years","45-54","2012","2012",29,220151,13.2
,"New Hampshire","33","45-54 years","45-54","2013","2013",24,215035,11.2
,"New Hampshire","33","45-54 years","45-54","2014","2014",19,209935,Unreliable
,"New Hampshire","33","45-54 years","45-54","2015","2015",22,205589,10.7
,"New Hampshire","33","45-54 years","45-54","2016","2016",15,200946,Unreliable
,"New Hampshire","33","45-54 years","45-54","2017","2017",29,196071,14.8
,"New Hampshire","33","45-54 years","45-54","2018","2018",37,190242,19.4
,"New Hampshire","33","45-54 years","45-54","2019","2019",20,183273,10.9
,"New Hampshire","33","45-54 years","45-54","2020","2020",24,177656,13.5
,"New Hampshire","33","55-64 years","55-64","2010","2010",21,178243,11.8
,"New Hampshire","33","55-64 years","55-64","2011","2011",22,186217,11.8
,"New Hampshire","33","55-64 years","55-64","2012","2012",19,189512,Unreliable
,"New Hampshire","33","55-64 years","55-64","2013","2013",17,193326,Unreliable
,"New Hampshire","33","55-64 years","55-64","2014","2014",19,197695,Unreliable
,"New Hampshire","33","55-64 years","55-64","2015","2015",19,201847,Unreliable
,"New Hampshire","33","55-64 years","55-64","2016","2016",23,206156,11.2
,"New Hampshire","33","55-64 years","55-64","2017","2017",20,209284,9.6
,"New Hampshire","33","55-64 years","55-64","2018","2018",22,212515,10.4
,"New Hampshire","33","55-64 years","55-64","2019","2019",25,214314,11.7
,"New Hampshire","33","55-64 years","55-64","2020","2020",19,215173,Unreliable
,"New Hampshire","33","65-74 years","65-74","2010","2010",15,96762,Unreliable
,"New Hampshire","33","65-74 years","65-74","2014","2014",10,123865,Unreliable
,"New Hampshire","33","65-74 years","65-74","2016","2016",18,135668,Unreliable
,"New Hampshire","33","65-74 years","65-74","2017","2017",14,141771,Unreliable
,"New Hampshire","33","65-74 years","65-74","2018","2018",14,146933,Unreliable
,"New Hampshire","33","65-74 years","65-74","2019","2019",14,152669,Unreliable
,"New Hampshire","33","65-74 years","65-74","2020","2020",14,158927,Unreliable
,"New Hampshire","33","75-84 years","75-84","2015","2015",13,60440,Unreliable
,"New Hampshire","33","75-84 years","75-84","2018","2018",14,68224,Unreliable
,"New Hampshire","33","75-84 years","75-84","2019","2019",13,70954,Unreliable
,"New Jersey","34","15-24 years","15-24","2010","2010",10,1139337,Unreliable
,"New Jersey","34","15-24 years","15-24","2011","2011",21,1137748,1.8
,"New Jersey","34","15-24 years","15-24","2012","2012",16,1144711,Unreliable
,"New Jersey","34","15-24 years","15-24","2013","2013",21,1147625,1.8
,"New Jersey","34","15-24 years","15-24","2014","2014",14,1151955,Unreliable
,"New Jersey","34","15-24 years","15-24","2015","2015",14,1147349,Unreliable
,"New Jersey","34","15-24 years","15-24","2016","2016",10,1140296,Unreliable
,"New Jersey","34","15-24 years","15-24","2017","2017",17,1137332,Unreliable
,"New Jersey","34","15-24 years","15-24","2018","2018",19,1108845,Unreliable
,"New Jersey","34","15-24 years","15-24","2019","2019",12,1093555,Unreliable
,"New Jersey","34","15-24 years","15-24","2020","2020",14,1084234,Unreliable
,"New Jersey","34","25-34 years","25-34","2010","2010",15,1109801,Unreliable
,"New Jersey","34","25-34 years","25-34","2011","2011",21,1123344,1.9
,"New Jersey","34","25-34 years","25-34","2012","2012",10,1134101,Unreliable
,"New Jersey","34","25-34 years","25-34","2013","2013",23,1140291,2.0
,"New Jersey","34","25-34 years","25-34","2014","2014",21,1148422,1.8
,"New Jersey","34","25-34 years","25-34","2015","2015",27,1155249,2.3
,"New Jersey","34","25-34 years","25-34","2016","2016",18,1162064,Unreliable
,"New Jersey","34","25-34 years","25-34","2017","2017",22,1171073,1.9
,"New Jersey","34","25-34 years","25-34","2018","2018",19,1155839,Unreliable
,"New Jersey","34","25-34 years","25-34","2019","2019",18,1152278,Unreliable
,"New Jersey","34","25-34 years","25-34","2020","2020",26,1154546,2.3
,"New Jersey","34","35-44 years","35-44","2010","2010",26,1238297,2.1
,"New Jersey","34","35-44 years","35-44","2011","2011",27,1211530,2.2
,"New Jersey","34","35-44 years","35-44","2012","2012",21,1198542,1.8
,"New Jersey","34","35-44 years","35-44","2013","2013",15,1181223,Unreliable
,"New Jersey","34","35-44 years","35-44","2014","2014",23,1173603,2.0
,"New Jersey","34","35-44 years","35-44","2015","2015",28,1163962,2.4
,"New Jersey","34","35-44 years","35-44","2016","2016",26,1146197,2.3
,"New Jersey","34","35-44 years","35-44","2017","2017",27,1153694,2.3
,"New Jersey","34","35-44 years","35-44","2018","2018",32,1139300,2.8
,"New Jersey","34","35-44 years","35-44","2019","2019",15,1137693,Unreliable
,"New Jersey","34","35-44 years","35-44","2020","2020",15,1141377,Unreliable
,"New Jersey","34","45-54 years","45-54","2010","2010",53,1379196,3.8
,"New Jersey","34","45-54 years","45-54","2011","2011",28,1373968,2.0
,"New Jersey","34","45-54 years","45-54","2012","2012",39,1366234,2.9
,"New Jersey","34","45-54 years","45-54","2013","2013",44,1352614,3.3
,"New Jersey","34","45-54 years","45-54","2014","2014",42,1339172,3.1
,"New Jersey","34","45-54 years","45-54","2015","2015",31,1323820,2.3
,"New Jersey","34","45-54 years","45-54","2016","2016",30,1296291,2.3
,"New Jersey","34","45-54 years","45-54","2017","2017",37,1279233,2.9
,"New Jersey","34","45-54 years","45-54","2018","2018",32,1235874,2.6
,"New Jersey","34","45-54 years","45-54","2019","2019",27,1200823,2.2
,"New Jersey","34","45-54 years","45-54","2020","2020",30,1174392,2.6
,"New Jersey","34","55-64 years","55-64","2010","2010",38,1046165,3.6
,"New Jersey","34","55-64 years","55-64","2011","2011",35,1087367,3.2
,"New Jersey","34","55-64 years","55-64","2012","2012",32,1103563,2.9
,"New Jersey","34","55-64 years","55-64","2013","2013",30,1127705,2.7
,"New Jersey","34","55-64 years","55-64","2014","2014",34,1154228,2.9
,"New Jersey","34","55-64 years","55-64","2015","2015",33,1179790,2.8
,"New Jersey","34","55-64 years","55-64","2016","2016",35,1195810,2.9
,"New Jersey","34","55-64 years","55-64","2017","2017",32,1216805,2.6
,"New Jersey","34","55-64 years","55-64","2018","2018",38,1219331,3.1
,"New Jersey","34","55-64 years","55-64","2019","2019",39,1223649,3.2
,"New Jersey","34","55-64 years","55-64","2020","2020",34,1222659,2.8
,"New Jersey","34","65-74 years","65-74","2010","2010",20,611434,3.3
,"New Jersey","34","65-74 years","65-74","2011","2011",24,630736,3.8
,"New Jersey","34","65-74 years","65-74","2012","2012",19,671150,Unreliable
,"New Jersey","34","65-74 years","65-74","2013","2013",30,701154,4.3
,"New Jersey","34","65-74 years","65-74","2014","2014",26,727091,3.6
,"New Jersey","34","65-74 years","65-74","2015","2015",32,753437,4.2
,"New Jersey","34","65-74 years","65-74","2016","2016",28,776619,3.6
,"New Jersey","34","65-74 years","65-74","2017","2017",32,802444,4.0
,"New Jersey","34","65-74 years","65-74","2018","2018",22,810098,2.7
,"New Jersey","34","65-74 years","65-74","2019","2019",25,832866,3.0
,"New Jersey","34","65-74 years","65-74","2020","2020",31,859409,3.6
,"New Jersey","34","75-84 years","75-84","2010","2010",16,394948,Unreliable
,"New Jersey","34","75-84 years","75-84","2011","2011",18,392003,Unreliable
,"New Jersey","34","75-84 years","75-84","2012","2012",16,390286,Unreliable
,"New Jersey","34","75-84 years","75-84","2013","2013",24,390046,6.2
,"New Jersey","34","75-84 years","75-84","2014","2014",22,391452,5.6
,"New Jersey","34","75-84 years","75-84","2015","2015",16,393179,Unreliable
,"New Jersey","34","75-84 years","75-84","2016","2016",21,397267,5.3
,"New Jersey","34","75-84 years","75-84","2017","2017",27,412091,6.6
,"New Jersey","34","75-84 years","75-84","2018","2018",23,426136,5.4
,"New Jersey","34","75-84 years","75-84","2019","2019",24,439565,5.5
,"New Jersey","34","75-84 years","75-84","2020","2020",20,449250,4.5
,"New Jersey","34","85+ years","85+","2014","2014",11,194960,Unreliable
,"New Jersey","34","85+ years","85+","2017","2017",10,204068,Unreliable
,"New Jersey","34","85+ years","85+","2019","2019",11,203104,Unreliable
,"New Jersey","34","85+ years","85+","2020","2020",11,201369,Unreliable
,"New Mexico","35","15-24 years","15-24","2010","2010",23,292231,7.9
,"New Mexico","35","15-24 years","15-24","2011","2011",29,293085,9.9
,"New Mexico","35","15-24 years","15-24","2012","2012",28,291580,9.6
,"New Mexico","35","15-24 years","15-24","2013","2013",28,293660,9.5
,"New Mexico","35","15-24 years","15-24","2014","2014",26,291137,8.9
,"New Mexico","35","15-24 years","15-24","2015","2015",36,288188,12.5
,"New Mexico","35","15-24 years","15-24","2016","2016",30,284468,10.5
,"New Mexico","35","15-24 years","15-24","2017","2017",43,282779,15.2
,"New Mexico","35","15-24 years","15-24","2018","2018",46,280599,16.4
,"New Mexico","35","15-24 years","15-24","2019","2019",44,278459,15.8
,"New Mexico","35","15-24 years","15-24","2020","2020",46,279613,16.5
,"New Mexico","35","25-34 years","25-34","2010","2010",38,267245,14.2
,"New Mexico","35","25-34 years","25-34","2011","2011",39,273984,14.2
,"New Mexico","35","25-34 years","25-34","2012","2012",34,277270,12.3
,"New Mexico","35","25-34 years","25-34","2013","2013",35,278232,12.6
,"New Mexico","35","25-34 years","25-34","2014","2014",39,279697,13.9
,"New Mexico","35","25-34 years","25-34","2015","2015",43,280120,15.4
,"New Mexico","35","25-34 years","25-34","2016","2016",37,279900,13.2
,"New Mexico","35","25-34 years","25-34","2017","2017",38,281932,13.5
,"New Mexico","35","25-34 years","25-34","2018","2018",43,283835,15.1
,"New Mexico","35","25-34 years","25-34","2019","2019",43,284087,15.1
,"New Mexico","35","25-34 years","25-34","2020","2020",54,285029,18.9
,"New Mexico","35","35-44 years","35-44","2010","2010",32,248523,12.9
,"New Mexico","35","35-44 years","35-44","2011","2011",31,246754,12.6
,"New Mexico","35","35-44 years","35-44","2012","2012",30,245215,12.2
,"New Mexico","35","35-44 years","35-44","2013","2013",31,244134,12.7
,"New Mexico","35","35-44 years","35-44","2014","2014",25,243181,10.3
,"New Mexico","35","35-44 years","35-44","2015","2015",32,243532,13.1
,"New Mexico","35","35-44 years","35-44","2016","2016",31,242692,12.8
,"New Mexico","35","35-44 years","35-44","2017","2017",24,245955,9.8
,"New Mexico","35","35-44 years","35-44","2018","2018",32,250784,12.8
,"New Mexico","35","35-44 years","35-44","2019","2019",30,254846,11.8
,"New Mexico","35","35-44 years","35-44","2020","2020",33,259877,12.7
,"New Mexico","35","45-54 years","45-54","2010","2010",35,292009,12.0
,"New Mexico","35","45-54 years","45-54","2011","2011",39,286363,13.6
,"New Mexico","35","45-54 years","45-54","2012","2012",51,279183,18.3
,"New Mexico","35","45-54 years","45-54","2013","2013",32,270218,11.8
,"New Mexico","35","45-54 years","45-54","2014","2014",38,264055,14.4
,"New Mexico","35","45-54 years","45-54","2015","2015",40,257813,15.5
,"New Mexico","35","45-54 years","45-54","2016","2016",29,251742,11.5
,"New Mexico","35","45-54 years","45-54","2017","2017",42,245656,17.1
,"New Mexico","35","45-54 years","45-54","2018","2018",38,240865,15.8
,"New Mexico","35","45-54 years","45-54","2019","2019",35,235656,14.9
,"New Mexico","35","45-54 years","45-54","2020","2020",41,232949,17.6
,"New Mexico","35","55-64 years","55-64","2010","2010",33,256936,12.8
,"New Mexico","35","55-64 years","55-64","2011","2011",35,266321,13.1
,"New Mexico","35","55-64 years","55-64","2012","2012",35,267370,13.1
,"New Mexico","35","55-64 years","55-64","2013","2013",42,267967,15.7
,"New Mexico","35","55-64 years","55-64","2014","2014",41,269400,15.2
,"New Mexico","35","55-64 years","55-64","2015","2015",48,271481,17.7
,"New Mexico","35","55-64 years","55-64","2016","2016",42,273230,15.4
,"New Mexico","35","55-64 years","55-64","2017","2017",35,274690,12.7
,"New Mexico","35","55-64 years","55-64","2018","2018",36,274147,13.1
,"New Mexico","35","55-64 years","55-64","2019","2019",48,272921,17.6
,"New Mexico","35","55-64 years","55-64","2020","2020",39,269912,14.4
,"New Mexico","35","65-74 years","65-74","2010","2010",23,153794,15.0
,"New Mexico","35","65-74 years","65-74","2011","2011",19,160148,Unreliable
,"New Mexico","35","65-74 years","65-74","2012","2012",24,169999,14.1
,"New Mexico","35","65-74 years","65-74","2013","2013",28,178496,15.7
,"New Mexico","35","65-74 years","65-74","2014","2014",35,186840,18.7
,"New Mexico","35","65-74 years","65-74","2015","2015",39,195162,20.0
,"New Mexico","35","65-74 years","65-74","2016","2016",39,203298,19.2
,"New Mexico","35","65-74 years","65-74","2017","2017",44,210796,20.9
,"New Mexico","35","65-74 years","65-74","2018","2018",53,217884,24.3
,"New Mexico","35","65-74 years","65-74","2019","2019",38,224483,16.9
,"New Mexico","35","65-74 years","65-74","2020","2020",37,231746,16.0
,"New Mexico","35","75-84 years","75-84","2010","2010",11,86468,Unreliable
,"New Mexico","35","75-84 years","75-84","2011","2011",19,88438,Unreliable
,"New Mexico","35","75-84 years","75-84","2012","2012",22,89957,24.5
,"New Mexico","35","75-84 years","75-84","2013","2013",20,92148,21.7
,"New Mexico","35","75-84 years","75-84","2014","2014",26,94642,27.5
,"New Mexico","35","75-84 years","75-84","2015","2015",27,96541,28.0
,"New Mexico","35","75-84 years","75-84","2016","2016",24,99532,24.1
,"New Mexico","35","75-84 years","75-84","2017","2017",19,101814,Unreliable
,"New Mexico","35","75-84 years","75-84","2018","2018",24,107134,22.4
,"New Mexico","35","75-84 years","75-84","2019","2019",27,111714,24.2
,"New Mexico","35","75-84 years","75-84","2020","2020",30,115866,25.9
,"New Mexico","35","85+ years","85+","2016","2016",10,39596,Unreliable
,"New Mexico","35","85+ years","85+","2017","2017",13,39991,Unreliable
,"New Mexico","35","85+ years","85+","2019","2019",15,41409,Unreliable
,"New Mexico","35","85+ years","85+","2020","2020",16,42299,Unreliable
,"New York","36","15-24 years","15-24","2010","2010",39,2777213,1.4
,"New York","36","15-24 years","15-24","2011","2011",57,2756593,2.1
,"New York","36","15-24 years","15-24","2012","2012",53,2752157,1.9
,"New York","36","15-24 years","15-24","2013","2013",43,2720463,1.6
,"New York","36","15-24 years","15-24","2014","2014",45,2705929,1.7
,"New York","36","15-24 years","15-24","2015","2015",38,2670663,1.4
,"New York","36","15-24 years","15-24","2016","2016",46,2629279,1.7
,"New York","36","15-24 years","15-24","2017","2017",43,2586294,1.7
,"New York","36","15-24 years","15-24","2018","2018",53,2490630,2.1
,"New York","36","15-24 years","15-24","2019","2019",43,2445246,1.8
,"New York","36","15-24 years","15-24","2020","2020",39,2397252,1.6
,"New York","36","25-34 years","25-34","2010","2010",37,2659337,1.4
,"New York","36","25-34 years","25-34","2011","2011",59,2714267,2.2
,"New York","36","25-34 years","25-34","2012","2012",69,2757086,2.5
,"New York","36","25-34 years","25-34","2013","2013",48,2803717,1.7
,"New York","36","25-34 years","25-34","2014","2014",50,2847373,1.8
,"New York","36","25-34 years","25-34","2015","2015",52,2879618,1.8
,"New York","36","25-34 years","25-34","2016","2016",49,2890773,1.7
,"New York","36","25-34 years","25-34","2017","2017",49,2936919,1.7
,"New York","36","25-34 years","25-34","2018","2018",49,2878793,1.7
,"New York","36","25-34 years","25-34","2019","2019",50,2867651,1.7
,"New York","36","25-34 years","25-34","2020","2020",60,2837548,2.1
,"New York","36","35-44 years","35-44","2010","2010",77,2610017,3.0
,"New York","36","35-44 years","35-44","2011","2011",64,2560765,2.5
,"New York","36","35-44 years","35-44","2012","2012",65,2539594,2.6
,"New York","36","35-44 years","35-44","2013","2013",54,2519967,2.1
,"New York","36","35-44 years","35-44","2014","2014",58,2507973,2.3
,"New York","36","35-44 years","35-44","2015","2015",49,2495739,2.0
,"New York","36","35-44 years","35-44","2016","2016",66,2462561,2.7
,"New York","36","35-44 years","35-44","2017","2017",55,2465837,2.2
,"New York","36","35-44 years","35-44","2018","2018",49,2431864,2.0
,"New York","36","35-44 years","35-44","2019","2019",45,2429961,1.9
,"New York","36","35-44 years","35-44","2020","2020",57,2431213,2.3
,"New York","36","45-54 years","45-54","2010","2010",113,2878691,3.9
,"New York","36","45-54 years","45-54","2011","2011",118,2864680,4.1
,"New York","36","45-54 years","45-54","2012","2012",101,2840330,3.6
,"New York","36","45-54 years","45-54","2013","2013",107,2814951,3.8
,"New York","36","45-54 years","45-54","2014","2014",106,2788889,3.8
